#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2	cn_clone3	u_clone3	cn_clone4	u_clone4
chr12	34000000	34250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr12	34250000	34500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	34250000	34500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	34750000	35000000	P6_DCIS	1|1	0.231405	1|1	0.388704	5|1	0.1044	5|1	0.20668	1|0	0.0688117
chr12	34750000	35000000	P6_INV	1|1	0.179193	1|1	0.463232	5|1	0.0605726	5|1	0	1|0	0.297002
chr12	37750000	38000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr12	37750000	38000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr12	38250000	38500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr12	38250000	38500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr12	38500000	38750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	38500000	38750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	39000000	39250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr12	39000000	39250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr12	39500000	39750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	39500000	39750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	40000000	40750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	40000000	40750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	40750000	41000000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr12	40750000	41000000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr12	41000000	41250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr12	41000000	41250000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr12	41250000	41500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	41250000	41500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	41500000	41750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr12	41500000	41750000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr12	42250000	42500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr12	42250000	42500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr12	42500000	43000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	42500000	43000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	43000000	43250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr12	43000000	43250000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr12	44000000	44250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	44000000	44250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	45250000	45500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	45250000	45500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	46000000	47250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	46000000	47250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	47750000	48000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr12	47750000	48000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr12	48000000	48500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	48000000	48500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	48750000	50500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	48750000	50500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	50500000	50750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr12	50500000	50750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr12	51000000	52000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	51000000	52000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	52250000	54500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	52250000	54500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	54750000	58250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	54750000	58250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	59250000	59500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	59250000	59500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	60000000	60250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	60000000	60250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	60750000	61000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr12	60750000	61000000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr12	61500000	61750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr12	61500000	61750000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr12	62000000	62500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr12	62000000	62500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr12	62500000	63500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	62500000	63500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	63500000	63750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr12	63500000	63750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr12	63750000	64250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	63750000	64250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	64500000	65250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	64500000	65250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	66500000	67000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	66500000	67000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	68250000	68750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	68250000	68750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	68750000	69000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr12	68750000	69000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr12	69000000	70250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	69000000	70250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	70500000	70750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr12	70500000	70750000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr12	70750000	71250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	70750000	71250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	71250000	71500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr12	71250000	71500000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr12	71500000	71750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	71500000	71750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	72000000	72250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	72000000	72250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	72500000	72750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr12	72500000	72750000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr12	72750000	73250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	72750000	73250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	73250000	73500000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	5|1	0.20668	1|0	0.0688117
chr12	73250000	73500000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	5|1	0	1|0	0.297002
chr12	74750000	75000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr12	74750000	75000000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr12	75750000	76000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	75750000	76000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	76250000	76750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	76250000	76750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	76750000	77000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr12	76750000	77000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr12	77000000	77500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	77000000	77500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	78250000	78500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	78250000	78500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	78500000	78750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr12	78500000	78750000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr12	79250000	79500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr12	79250000	79500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr12	79500000	80000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	79500000	80000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	80250000	80500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr12	80250000	80500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr12	80500000	80750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	80500000	80750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	80750000	81000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr12	80750000	81000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr12	81000000	81250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	81000000	81250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	81500000	81750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	81500000	81750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	82750000	83000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr12	82750000	83000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr12	83250000	83500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	83250000	83500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	83500000	83750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr12	83500000	83750000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr12	85250000	85500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	85250000	85500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	85500000	85750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr12	85500000	85750000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr12	86000000	86250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr12	86000000	86250000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr12	86250000	86500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr12	86250000	86500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr12	88250000	88500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr12	88250000	88500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr12	88500000	89000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	88500000	89000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	89750000	90250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	89750000	90250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	92500000	93000000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr12	92500000	93000000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr12	93000000	93500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	93000000	93500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	93750000	94000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	93750000	94000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	94500000	95000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	94500000	95000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	95250000	96750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	95250000	96750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	97000000	97250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	97000000	97250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	98750000	99250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	98750000	99250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	99250000	99750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr12	99250000	99750000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr12	100000000	100750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	100000000	100750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	101000000	102750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	101000000	102750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	103000000	103250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	103000000	103250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	103250000	103500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr12	103250000	103500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr12	103500000	103750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr12	103500000	103750000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr12	104000000	104750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	104000000	104750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	104750000	105000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr12	104750000	105000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr12	105000000	105750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	105000000	105750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	106250000	107500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	106250000	107500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	107500000	108000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr12	107500000	108000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr12	108000000	109250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	108000000	109250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	109500000	112000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	109500000	112000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	112500000	112750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	112500000	112750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	113000000	113250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr12	113000000	113250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr12	113250000	114000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	113250000	114000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	114250000	114500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	114250000	114500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	114750000	115250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	114750000	115250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	116000000	116250000	P6_DCIS	1|1	0.231405	1|0	0.388704	3|0	0.1044	4|1	0.20668	1|0	0.0688117
chr12	116000000	116250000	P6_INV	1|1	0.179193	1|0	0.463232	3|0	0.0605726	4|1	0	1|0	0.297002
chr12	116250000	116750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	116250000	116750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	117250000	118750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	117250000	118750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	119250000	119500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr12	119250000	119500000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr12	119500000	119750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	119500000	119750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	120000000	121250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	120000000	121250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	121500000	121750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	121500000	121750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	122250000	124500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	122250000	124500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	124750000	125000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	124750000	125000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	125250000	126250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	125250000	126250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr12	127250000	127500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr12	127250000	127500000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr12	127750000	128000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr12	127750000	128000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr12	128750000	129000000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr12	128750000	129000000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr12	129000000	129750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr12	129000000	129750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
